TOP.642750e1.000b6502	START
TOP.648f410d.0005afc5	SUB.648f410d.000db303	mask_ctx->mask	?1?2?2?2?2?2?2?3
TOP.648f449f.000dcb41	START
TOP.648f449f.000dcb41	folder_config->cwd	C:\Users\User0\Desktop\Hashcat-Cluster\hashcat
TOP.648f449f.000dcb41	folder_config->install_dir	.
TOP.648f449f.000dcb41	folder_config->profile_dir	.
TOP.648f449f.000dcb41	folder_config->session_dir	.
TOP.648f449f.000dcb41	folder_config->shared_dir	.
TOP.648f449f.000dcb41	user_options->custom_charset_1	?l?d?u
TOP.648f449f.000dcb41	user_options->custom_charset_2	?l?d
TOP.648f449f.000dcb41	user_options->custom_charset_3	?l?d*!$@_
TOP.648f449f.000dcb41	user_options->encoding_from	utf-8
TOP.648f449f.000dcb41	user_options->encoding_to	utf-8
TOP.648f449f.000dcb41	user_options->rule_buf_l	:
TOP.648f449f.000dcb41	user_options->rule_buf_r	:
TOP.648f449f.000dcb41	user_options->session	hashcat
TOP.648f449f.000dcb41	user_options->separator	:
TOP.648f449f.000dcb41	user_options->limit	0
TOP.648f449f.000dcb41	user_options->skip	0
TOP.648f449f.000dcb41	user_options->attack_mode	3
TOP.648f449f.000dcb41	user_options->benchmark	0
TOP.648f449f.000dcb41	user_options->benchmark_all	0
TOP.648f449f.000dcb41	user_options->bitmap_max	18
TOP.648f449f.000dcb41	user_options->bitmap_min	16
TOP.648f449f.000dcb41	user_options->debug_mode	0
TOP.648f449f.000dcb41	user_options->hash_info	0
TOP.648f449f.000dcb41	user_options->force	0
TOP.648f449f.000dcb41	user_options->hwmon_disable	0
TOP.648f449f.000dcb41	user_options->hwmon_temp_abort	90
TOP.648f449f.000dcb41	user_options->hash_mode	22000
TOP.648f449f.000dcb41	user_options->hex_charset	0
TOP.648f449f.000dcb41	user_options->hex_salt	0
TOP.648f449f.000dcb41	user_options->hex_wordlist	0
TOP.648f449f.000dcb41	user_options->hook_threads	16
TOP.648f449f.000dcb41	user_options->identify	0
TOP.648f449f.000dcb41	user_options->increment	1
TOP.648f449f.000dcb41	user_options->increment_max	256
TOP.648f449f.000dcb41	user_options->increment_min	1
TOP.648f449f.000dcb41	user_options->keep_guessing	0
TOP.648f449f.000dcb41	user_options->kernel_accel	0
TOP.648f449f.000dcb41	user_options->kernel_loops	0
TOP.648f449f.000dcb41	user_options->kernel_threads	0
TOP.648f449f.000dcb41	user_options->keyspace	0
TOP.648f449f.000dcb41	user_options->left	0
TOP.648f449f.000dcb41	user_options->logfile_disable	0
TOP.648f449f.000dcb41	user_options->loopback	0
TOP.648f449f.000dcb41	user_options->machine_readable	0
TOP.648f449f.000dcb41	user_options->markov_classic	0
TOP.648f449f.000dcb41	user_options->markov_disable	0
TOP.648f449f.000dcb41	user_options->markov_inverse	0
TOP.648f449f.000dcb41	user_options->markov_threshold	256
TOP.648f449f.000dcb41	user_options->multiply_accel_disable	0
TOP.648f449f.000dcb41	user_options->backend_info	0
TOP.648f449f.000dcb41	user_options->backend_vector_width	0
TOP.648f449f.000dcb41	user_options->optimized_kernel_enable	0
TOP.648f449f.000dcb41	user_options->outfile_autohex	1
TOP.648f449f.000dcb41	user_options->outfile_check_timer	5
TOP.648f449f.000dcb41	user_options->outfile_format	3
TOP.648f449f.000dcb41	user_options->wordlist_autohex_disable	0
TOP.648f449f.000dcb41	user_options->potfile_disable	0
TOP.648f449f.000dcb41	user_options->progress_only	0
TOP.648f449f.000dcb41	user_options->quiet	0
TOP.648f449f.000dcb41	user_options->remove	0
TOP.648f449f.000dcb41	user_options->remove_timer	60
TOP.648f449f.000dcb41	user_options->restore	0
TOP.648f449f.000dcb41	user_options->restore_disable	0
TOP.648f449f.000dcb41	user_options->restore_timer	1
TOP.648f449f.000dcb41	user_options->rp_files_cnt	0
TOP.648f449f.000dcb41	user_options->rp_gen	0
TOP.648f449f.000dcb41	user_options->rp_gen_func_max	4
TOP.648f449f.000dcb41	user_options->rp_gen_func_min	1
TOP.648f449f.000dcb41	user_options->rp_gen_seed	0
TOP.648f449f.000dcb41	user_options->runtime	0
TOP.648f449f.000dcb41	user_options->scrypt_tmto	0
TOP.648f449f.000dcb41	user_options->segment_size	33554432
TOP.648f449f.000dcb41	user_options->self_test_disable	0
TOP.648f449f.000dcb41	user_options->slow_candidates	0
TOP.648f449f.000dcb41	user_options->show	0
TOP.648f449f.000dcb41	user_options->speed_only	0
TOP.648f449f.000dcb41	user_options->spin_damp	0
TOP.648f449f.000dcb41	user_options->status	0
TOP.648f449f.000dcb41	user_options->status_json	1
TOP.648f449f.000dcb41	user_options->status_timer	10
TOP.648f449f.000dcb41	user_options->stdout_flag	0
TOP.648f449f.000dcb41	user_options->usage	0
TOP.648f449f.000dcb41	user_options->username	0
TOP.648f449f.000dcb41	user_options->veracrypt_pim_start	485
TOP.648f449f.000dcb41	user_options->veracrypt_pim_stop	485
TOP.648f449f.000dcb41	user_options->version	0
TOP.648f449f.000dcb41	user_options->workload_profile	1
TOP.648f449f.000dcb41	user_options->brain_client	0
TOP.648f449f.000dcb41	user_options->brain_client_features	2
TOP.648f449f.000dcb41	user_options->brain_server	0
TOP.648f449f.000dcb41	user_options->brain_server_timer	300
TOP.648f449f.000dcb41	user_options->brain_port	6863
TOP.648f449f.000dcb41	user_options->brain_session	0
TOP.648f449f.000dcb41	hashes->hashfile	hand.hc22000
TOP.648f449f.000dcb41	hashes->hashlist_mode	5
TOP.648f449f.000dcb41	hashes->hashlist_format	0
TOP.648f449f.000dcb41	hashes->hashes_cnt	0
TOP.648f449f.000dcb41	hashes->digests_cnt	3
TOP.648f449f.000dcb41	hashes->digests_done_pot	0
TOP.648f449f.000dcb41	hashes->digests_done_zero	0
TOP.648f449f.000dcb41	hashes->digests_done	0
TOP.648f449f.000dcb41	hashes->salts_cnt	3
TOP.648f449f.000dcb41	hashes->salts_done	0
TOP.648f449f.000dcb41	SUB.648f44a0.00067c2d	START
TOP.648f449f.000dcb41	SUB.648f44a0.00067c2d	mask_ctx->mask	?1?2?2?2?2?2?2?3
TOP.648f44d0.0008902e	START
TOP.648f44d0.0008902e	folder_config->cwd	C:\Users\User0\Desktop\Hashcat-Cluster\hashcat
TOP.648f44d0.0008902e	folder_config->install_dir	.
TOP.648f44d0.0008902e	folder_config->profile_dir	.
TOP.648f44d0.0008902e	folder_config->session_dir	.
TOP.648f44d0.0008902e	folder_config->shared_dir	.
TOP.648f44d0.0008902e	user_options->custom_charset_1	?l?d?u
TOP.648f44d0.0008902e	user_options->custom_charset_2	?l?d
TOP.648f44d0.0008902e	user_options->custom_charset_3	?l?d*!$@_
TOP.648f44d0.0008902e	user_options->encoding_from	utf-8
TOP.648f44d0.0008902e	user_options->encoding_to	utf-8
TOP.648f44d0.0008902e	user_options->rule_buf_l	:
TOP.648f44d0.0008902e	user_options->rule_buf_r	:
TOP.648f44d0.0008902e	user_options->session	hashcat
TOP.648f44d0.0008902e	user_options->separator	:
TOP.648f44d0.0008902e	user_options->limit	0
TOP.648f44d0.0008902e	user_options->skip	0
TOP.648f44d0.0008902e	user_options->attack_mode	3
TOP.648f44d0.0008902e	user_options->benchmark	0
TOP.648f44d0.0008902e	user_options->benchmark_all	0
TOP.648f44d0.0008902e	user_options->bitmap_max	18
TOP.648f44d0.0008902e	user_options->bitmap_min	16
TOP.648f44d0.0008902e	user_options->debug_mode	0
TOP.648f44d0.0008902e	user_options->hash_info	0
TOP.648f44d0.0008902e	user_options->force	0
TOP.648f44d0.0008902e	user_options->hwmon_disable	0
TOP.648f44d0.0008902e	user_options->hwmon_temp_abort	90
TOP.648f44d0.0008902e	user_options->hash_mode	22000
TOP.648f44d0.0008902e	user_options->hex_charset	0
TOP.648f44d0.0008902e	user_options->hex_salt	0
TOP.648f44d0.0008902e	user_options->hex_wordlist	0
TOP.648f44d0.0008902e	user_options->hook_threads	16
TOP.648f44d0.0008902e	user_options->identify	0
TOP.648f44d0.0008902e	user_options->increment	1
TOP.648f44d0.0008902e	user_options->increment_max	256
TOP.648f44d0.0008902e	user_options->increment_min	1
TOP.648f44d0.0008902e	user_options->keep_guessing	0
TOP.648f44d0.0008902e	user_options->kernel_accel	0
TOP.648f44d0.0008902e	user_options->kernel_loops	0
TOP.648f44d0.0008902e	user_options->kernel_threads	0
TOP.648f44d0.0008902e	user_options->keyspace	0
TOP.648f44d0.0008902e	user_options->left	0
TOP.648f44d0.0008902e	user_options->logfile_disable	0
TOP.648f44d0.0008902e	user_options->loopback	0
TOP.648f44d0.0008902e	user_options->machine_readable	0
TOP.648f44d0.0008902e	user_options->markov_classic	0
TOP.648f44d0.0008902e	user_options->markov_disable	0
TOP.648f44d0.0008902e	user_options->markov_inverse	0
TOP.648f44d0.0008902e	user_options->markov_threshold	256
TOP.648f44d0.0008902e	user_options->multiply_accel_disable	0
TOP.648f44d0.0008902e	user_options->backend_info	0
TOP.648f44d0.0008902e	user_options->backend_vector_width	0
TOP.648f44d0.0008902e	user_options->optimized_kernel_enable	0
TOP.648f44d0.0008902e	user_options->outfile_autohex	1
TOP.648f44d0.0008902e	user_options->outfile_check_timer	5
TOP.648f44d0.0008902e	user_options->outfile_format	3
TOP.648f44d0.0008902e	user_options->wordlist_autohex_disable	0
TOP.648f44d0.0008902e	user_options->potfile_disable	0
TOP.648f44d0.0008902e	user_options->progress_only	0
TOP.648f44d0.0008902e	user_options->quiet	0
TOP.648f44d0.0008902e	user_options->remove	0
TOP.648f44d0.0008902e	user_options->remove_timer	60
TOP.648f44d0.0008902e	user_options->restore	0
TOP.648f44d0.0008902e	user_options->restore_disable	0
TOP.648f44d0.0008902e	user_options->restore_timer	1
TOP.648f44d0.0008902e	user_options->rp_files_cnt	0
TOP.648f44d0.0008902e	user_options->rp_gen	0
TOP.648f44d0.0008902e	user_options->rp_gen_func_max	4
TOP.648f44d0.0008902e	user_options->rp_gen_func_min	1
TOP.648f44d0.0008902e	user_options->rp_gen_seed	0
TOP.648f44d0.0008902e	user_options->runtime	0
TOP.648f44d0.0008902e	user_options->scrypt_tmto	0
TOP.648f44d0.0008902e	user_options->segment_size	33554432
TOP.648f44d0.0008902e	user_options->self_test_disable	0
TOP.648f44d0.0008902e	user_options->slow_candidates	0
TOP.648f44d0.0008902e	user_options->show	0
TOP.648f44d0.0008902e	user_options->speed_only	0
TOP.648f44d0.0008902e	user_options->spin_damp	0
TOP.648f44d0.0008902e	user_options->status	0
TOP.648f44d0.0008902e	user_options->status_json	1
TOP.648f44d0.0008902e	user_options->status_timer	10
TOP.648f44d0.0008902e	user_options->stdout_flag	0
TOP.648f44d0.0008902e	user_options->usage	0
TOP.648f44d0.0008902e	user_options->username	0
TOP.648f44d0.0008902e	user_options->veracrypt_pim_start	485
TOP.648f44d0.0008902e	user_options->veracrypt_pim_stop	485
TOP.648f44d0.0008902e	user_options->version	0
TOP.648f44d0.0008902e	user_options->workload_profile	1
TOP.648f44d0.0008902e	user_options->brain_client	0
TOP.648f44d0.0008902e	user_options->brain_client_features	2
TOP.648f44d0.0008902e	user_options->brain_server	0
TOP.648f44d0.0008902e	user_options->brain_server_timer	300
TOP.648f44d0.0008902e	user_options->brain_port	6863
TOP.648f44d0.0008902e	user_options->brain_session	0
TOP.648f44d0.0008902e	hashes->hashfile	hand.hc22000
TOP.648f44d0.0008902e	hashes->hashlist_mode	5
TOP.648f44d0.0008902e	hashes->hashlist_format	0
TOP.648f44d0.0008902e	hashes->hashes_cnt	0
TOP.648f44d0.0008902e	hashes->digests_cnt	3
TOP.648f44d0.0008902e	hashes->digests_done_pot	0
TOP.648f44d0.0008902e	hashes->digests_done_zero	0
TOP.648f44d0.0008902e	hashes->digests_done	0
TOP.648f44d0.0008902e	hashes->salts_cnt	3
TOP.648f44d0.0008902e	hashes->salts_done	0
TOP.648f44d0.0008902e	SUB.648f44d1.0001355e	START
TOP.648f44d0.0008902e	SUB.648f44d1.0001355e	mask_ctx->mask	?1?2?2?2?2?2?2?3
TOP.648f4501.0007e901	START
TOP.648f4501.0007e901	folder_config->cwd	C:\Users\User0\Desktop\Hashcat-Cluster\hashcat
TOP.648f4501.0007e901	folder_config->install_dir	.
TOP.648f4501.0007e901	folder_config->profile_dir	.
TOP.648f4501.0007e901	folder_config->session_dir	.
TOP.648f4501.0007e901	folder_config->shared_dir	.
TOP.648f4501.0007e901	user_options->custom_charset_1	?l?d?u
TOP.648f4501.0007e901	user_options->custom_charset_2	?l?d
TOP.648f4501.0007e901	user_options->custom_charset_3	?l?d*!$@_
TOP.648f4501.0007e901	user_options->encoding_from	utf-8
TOP.648f4501.0007e901	user_options->encoding_to	utf-8
TOP.648f4501.0007e901	user_options->rule_buf_l	:
TOP.648f4501.0007e901	user_options->rule_buf_r	:
TOP.648f4501.0007e901	user_options->session	hashcat
TOP.648f4501.0007e901	user_options->separator	:
TOP.648f4501.0007e901	user_options->limit	0
TOP.648f4501.0007e901	user_options->skip	0
TOP.648f4501.0007e901	user_options->attack_mode	3
TOP.648f4501.0007e901	user_options->benchmark	0
TOP.648f4501.0007e901	user_options->benchmark_all	0
TOP.648f4501.0007e901	user_options->bitmap_max	18
TOP.648f4501.0007e901	user_options->bitmap_min	16
TOP.648f4501.0007e901	user_options->debug_mode	0
TOP.648f4501.0007e901	user_options->hash_info	0
TOP.648f4501.0007e901	user_options->force	0
TOP.648f4501.0007e901	user_options->hwmon_disable	0
TOP.648f4501.0007e901	user_options->hwmon_temp_abort	90
TOP.648f4501.0007e901	user_options->hash_mode	22000
TOP.648f4501.0007e901	user_options->hex_charset	0
TOP.648f4501.0007e901	user_options->hex_salt	0
TOP.648f4501.0007e901	user_options->hex_wordlist	0
TOP.648f4501.0007e901	user_options->hook_threads	16
TOP.648f4501.0007e901	user_options->identify	0
TOP.648f4501.0007e901	user_options->increment	1
TOP.648f4501.0007e901	user_options->increment_max	256
TOP.648f4501.0007e901	user_options->increment_min	1
TOP.648f4501.0007e901	user_options->keep_guessing	0
TOP.648f4501.0007e901	user_options->kernel_accel	0
TOP.648f4501.0007e901	user_options->kernel_loops	0
TOP.648f4501.0007e901	user_options->kernel_threads	0
TOP.648f4501.0007e901	user_options->keyspace	0
TOP.648f4501.0007e901	user_options->left	0
TOP.648f4501.0007e901	user_options->logfile_disable	0
TOP.648f4501.0007e901	user_options->loopback	0
TOP.648f4501.0007e901	user_options->machine_readable	0
TOP.648f4501.0007e901	user_options->markov_classic	0
TOP.648f4501.0007e901	user_options->markov_disable	0
TOP.648f4501.0007e901	user_options->markov_inverse	0
TOP.648f4501.0007e901	user_options->markov_threshold	256
TOP.648f4501.0007e901	user_options->multiply_accel_disable	0
TOP.648f4501.0007e901	user_options->backend_info	0
TOP.648f4501.0007e901	user_options->backend_vector_width	0
TOP.648f4501.0007e901	user_options->optimized_kernel_enable	0
TOP.648f4501.0007e901	user_options->outfile_autohex	1
TOP.648f4501.0007e901	user_options->outfile_check_timer	5
TOP.648f4501.0007e901	user_options->outfile_format	3
TOP.648f4501.0007e901	user_options->wordlist_autohex_disable	0
TOP.648f4501.0007e901	user_options->potfile_disable	0
TOP.648f4501.0007e901	user_options->progress_only	0
TOP.648f4501.0007e901	user_options->quiet	0
TOP.648f4501.0007e901	user_options->remove	0
TOP.648f4501.0007e901	user_options->remove_timer	60
TOP.648f4501.0007e901	user_options->restore	0
TOP.648f4501.0007e901	user_options->restore_disable	0
TOP.648f4501.0007e901	user_options->restore_timer	1
TOP.648f4501.0007e901	user_options->rp_files_cnt	0
TOP.648f4501.0007e901	user_options->rp_gen	0
TOP.648f4501.0007e901	user_options->rp_gen_func_max	4
TOP.648f4501.0007e901	user_options->rp_gen_func_min	1
TOP.648f4501.0007e901	user_options->rp_gen_seed	0
TOP.648f4501.0007e901	user_options->runtime	0
TOP.648f4501.0007e901	user_options->scrypt_tmto	0
TOP.648f4501.0007e901	user_options->segment_size	33554432
TOP.648f4501.0007e901	user_options->self_test_disable	0
TOP.648f4501.0007e901	user_options->slow_candidates	0
TOP.648f4501.0007e901	user_options->show	0
TOP.648f4501.0007e901	user_options->speed_only	0
TOP.648f4501.0007e901	user_options->spin_damp	0
TOP.648f4501.0007e901	user_options->status	0
TOP.648f4501.0007e901	user_options->status_json	1
TOP.648f4501.0007e901	user_options->status_timer	10
TOP.648f4501.0007e901	user_options->stdout_flag	0
TOP.648f4501.0007e901	user_options->usage	0
TOP.648f4501.0007e901	user_options->username	0
TOP.648f4501.0007e901	user_options->veracrypt_pim_start	485
TOP.648f4501.0007e901	user_options->veracrypt_pim_stop	485
TOP.648f4501.0007e901	user_options->version	0
TOP.648f4501.0007e901	user_options->workload_profile	1
TOP.648f4501.0007e901	user_options->brain_client	0
TOP.648f4501.0007e901	user_options->brain_client_features	2
TOP.648f4501.0007e901	user_options->brain_server	0
TOP.648f4501.0007e901	user_options->brain_server_timer	300
TOP.648f4501.0007e901	user_options->brain_port	6863
TOP.648f4501.0007e901	user_options->brain_session	0
TOP.648f4501.0007e901	hashes->hashfile	hand.hc22000
TOP.648f4501.0007e901	hashes->hashlist_mode	5
TOP.648f4501.0007e901	hashes->hashlist_format	0
TOP.648f4501.0007e901	hashes->hashes_cnt	0
TOP.648f4501.0007e901	hashes->digests_cnt	3
TOP.648f4501.0007e901	hashes->digests_done_pot	0
TOP.648f4501.0007e901	hashes->digests_done_zero	0
TOP.648f4501.0007e901	hashes->digests_done	0
TOP.648f4501.0007e901	hashes->salts_cnt	3
TOP.648f4501.0007e901	hashes->salts_done	0
TOP.648f4501.0007e901	SUB.648f4502.00008ab9	START
TOP.648f4501.0007e901	SUB.648f4502.00008ab9	mask_ctx->mask	?1?2?2?2?2?2?2?3
TOP.648f4531.00015dab	START
TOP.648f4531.00015dab	folder_config->cwd	C:\Users\User0\Desktop\Hashcat-Cluster\hashcat
TOP.648f4531.00015dab	folder_config->install_dir	.
TOP.648f4531.00015dab	folder_config->profile_dir	.
TOP.648f4531.00015dab	folder_config->session_dir	.
TOP.648f4531.00015dab	folder_config->shared_dir	.
TOP.648f4531.00015dab	user_options->custom_charset_1	?l?d?u
TOP.648f4531.00015dab	user_options->custom_charset_2	?l?d
TOP.648f4531.00015dab	user_options->custom_charset_3	?l?d*!$@_
TOP.648f4531.00015dab	user_options->encoding_from	utf-8
TOP.648f4531.00015dab	user_options->encoding_to	utf-8
TOP.648f4531.00015dab	user_options->rule_buf_l	:
TOP.648f4531.00015dab	user_options->rule_buf_r	:
TOP.648f4531.00015dab	user_options->session	hashcat
TOP.648f4531.00015dab	user_options->separator	:
TOP.648f4531.00015dab	user_options->limit	0
TOP.648f4531.00015dab	user_options->skip	0
TOP.648f4531.00015dab	user_options->attack_mode	3
TOP.648f4531.00015dab	user_options->benchmark	0
TOP.648f4531.00015dab	user_options->benchmark_all	0
TOP.648f4531.00015dab	user_options->bitmap_max	18
TOP.648f4531.00015dab	user_options->bitmap_min	16
TOP.648f4531.00015dab	user_options->debug_mode	0
TOP.648f4531.00015dab	user_options->hash_info	0
TOP.648f4531.00015dab	user_options->force	0
TOP.648f4531.00015dab	user_options->hwmon_disable	0
TOP.648f4531.00015dab	user_options->hwmon_temp_abort	90
TOP.648f4531.00015dab	user_options->hash_mode	22000
TOP.648f4531.00015dab	user_options->hex_charset	0
TOP.648f4531.00015dab	user_options->hex_salt	0
TOP.648f4531.00015dab	user_options->hex_wordlist	0
TOP.648f4531.00015dab	user_options->hook_threads	16
TOP.648f4531.00015dab	user_options->identify	0
TOP.648f4531.00015dab	user_options->increment	1
TOP.648f4531.00015dab	user_options->increment_max	256
TOP.648f4531.00015dab	user_options->increment_min	1
TOP.648f4531.00015dab	user_options->keep_guessing	0
TOP.648f4531.00015dab	user_options->kernel_accel	0
TOP.648f4531.00015dab	user_options->kernel_loops	0
TOP.648f4531.00015dab	user_options->kernel_threads	0
TOP.648f4531.00015dab	user_options->keyspace	0
TOP.648f4531.00015dab	user_options->left	0
TOP.648f4531.00015dab	user_options->logfile_disable	0
TOP.648f4531.00015dab	user_options->loopback	0
TOP.648f4531.00015dab	user_options->machine_readable	0
TOP.648f4531.00015dab	user_options->markov_classic	0
TOP.648f4531.00015dab	user_options->markov_disable	0
TOP.648f4531.00015dab	user_options->markov_inverse	0
TOP.648f4531.00015dab	user_options->markov_threshold	256
TOP.648f4531.00015dab	user_options->multiply_accel_disable	0
TOP.648f4531.00015dab	user_options->backend_info	0
TOP.648f4531.00015dab	user_options->backend_vector_width	0
TOP.648f4531.00015dab	user_options->optimized_kernel_enable	0
TOP.648f4531.00015dab	user_options->outfile_autohex	1
TOP.648f4531.00015dab	user_options->outfile_check_timer	5
TOP.648f4531.00015dab	user_options->outfile_format	3
TOP.648f4531.00015dab	user_options->wordlist_autohex_disable	0
TOP.648f4531.00015dab	user_options->potfile_disable	0
TOP.648f4531.00015dab	user_options->progress_only	0
TOP.648f4531.00015dab	user_options->quiet	0
TOP.648f4531.00015dab	user_options->remove	0
TOP.648f4531.00015dab	user_options->remove_timer	60
TOP.648f4531.00015dab	user_options->restore	0
TOP.648f4531.00015dab	user_options->restore_disable	0
TOP.648f4531.00015dab	user_options->restore_timer	1
TOP.648f4531.00015dab	user_options->rp_files_cnt	0
TOP.648f4531.00015dab	user_options->rp_gen	0
TOP.648f4531.00015dab	user_options->rp_gen_func_max	4
TOP.648f4531.00015dab	user_options->rp_gen_func_min	1
TOP.648f4531.00015dab	user_options->rp_gen_seed	0
TOP.648f4531.00015dab	user_options->runtime	0
TOP.648f4531.00015dab	user_options->scrypt_tmto	0
TOP.648f4531.00015dab	user_options->segment_size	33554432
TOP.648f4531.00015dab	user_options->self_test_disable	0
TOP.648f4531.00015dab	user_options->slow_candidates	0
TOP.648f4531.00015dab	user_options->show	0
TOP.648f4531.00015dab	user_options->speed_only	0
TOP.648f4531.00015dab	user_options->spin_damp	0
TOP.648f4531.00015dab	user_options->status	0
TOP.648f4531.00015dab	user_options->status_json	1
TOP.648f4531.00015dab	user_options->status_timer	10
TOP.648f4531.00015dab	user_options->stdout_flag	0
TOP.648f4531.00015dab	user_options->usage	0
TOP.648f4531.00015dab	user_options->username	0
TOP.648f4531.00015dab	user_options->veracrypt_pim_start	485
TOP.648f4531.00015dab	user_options->veracrypt_pim_stop	485
TOP.648f4531.00015dab	user_options->version	0
TOP.648f4531.00015dab	user_options->workload_profile	1
TOP.648f4531.00015dab	user_options->brain_client	0
TOP.648f4531.00015dab	user_options->brain_client_features	2
TOP.648f4531.00015dab	user_options->brain_server	0
TOP.648f4531.00015dab	user_options->brain_server_timer	300
TOP.648f4531.00015dab	user_options->brain_port	6863
TOP.648f4531.00015dab	user_options->brain_session	0
TOP.648f4531.00015dab	hashes->hashfile	hand.hc22000
TOP.648f4531.00015dab	hashes->hashlist_mode	5
TOP.648f4531.00015dab	hashes->hashlist_format	0
TOP.648f4531.00015dab	hashes->hashes_cnt	0
TOP.648f4531.00015dab	hashes->digests_cnt	3
TOP.648f4531.00015dab	hashes->digests_done_pot	0
TOP.648f4531.00015dab	hashes->digests_done_zero	0
TOP.648f4531.00015dab	hashes->digests_done	0
TOP.648f4531.00015dab	hashes->salts_cnt	3
TOP.648f4531.00015dab	hashes->salts_done	0
TOP.648f4531.00015dab	SUB.648f4531.00096c9e	START
TOP.648f4531.00015dab	SUB.648f4531.00096c9e	mask_ctx->mask	?1?2?2?2?2?2?2?3
TOP.648f4554.000358be	START
TOP.648f4554.000358be	folder_config->cwd	C:\Users\User0\Desktop\Hashcat-Cluster\hashcat
TOP.648f4554.000358be	folder_config->install_dir	.
TOP.648f4554.000358be	folder_config->profile_dir	.
TOP.648f4554.000358be	folder_config->session_dir	.
TOP.648f4554.000358be	folder_config->shared_dir	.
TOP.648f4554.000358be	user_options->custom_charset_1	?l?d?u
TOP.648f4554.000358be	user_options->custom_charset_2	?l?d
TOP.648f4554.000358be	user_options->custom_charset_3	?l?d*!$@_
TOP.648f4554.000358be	user_options->encoding_from	utf-8
TOP.648f4554.000358be	user_options->encoding_to	utf-8
TOP.648f4554.000358be	user_options->rule_buf_l	:
TOP.648f4554.000358be	user_options->rule_buf_r	:
TOP.648f4554.000358be	user_options->session	hashcat
TOP.648f4554.000358be	user_options->separator	:
TOP.648f4554.000358be	user_options->limit	0
TOP.648f4554.000358be	user_options->skip	0
TOP.648f4554.000358be	user_options->attack_mode	3
TOP.648f4554.000358be	user_options->benchmark	0
TOP.648f4554.000358be	user_options->benchmark_all	0
TOP.648f4554.000358be	user_options->bitmap_max	18
TOP.648f4554.000358be	user_options->bitmap_min	16
TOP.648f4554.000358be	user_options->debug_mode	0
TOP.648f4554.000358be	user_options->hash_info	0
TOP.648f4554.000358be	user_options->force	0
TOP.648f4554.000358be	user_options->hwmon_disable	0
TOP.648f4554.000358be	user_options->hwmon_temp_abort	90
TOP.648f4554.000358be	user_options->hash_mode	22000
TOP.648f4554.000358be	user_options->hex_charset	0
TOP.648f4554.000358be	user_options->hex_salt	0
TOP.648f4554.000358be	user_options->hex_wordlist	0
TOP.648f4554.000358be	user_options->hook_threads	16
TOP.648f4554.000358be	user_options->identify	0
TOP.648f4554.000358be	user_options->increment	1
TOP.648f4554.000358be	user_options->increment_max	256
TOP.648f4554.000358be	user_options->increment_min	1
TOP.648f4554.000358be	user_options->keep_guessing	0
TOP.648f4554.000358be	user_options->kernel_accel	0
TOP.648f4554.000358be	user_options->kernel_loops	0
TOP.648f4554.000358be	user_options->kernel_threads	0
TOP.648f4554.000358be	user_options->keyspace	0
TOP.648f4554.000358be	user_options->left	0
TOP.648f4554.000358be	user_options->logfile_disable	0
TOP.648f4554.000358be	user_options->loopback	0
TOP.648f4554.000358be	user_options->machine_readable	0
TOP.648f4554.000358be	user_options->markov_classic	0
TOP.648f4554.000358be	user_options->markov_disable	0
TOP.648f4554.000358be	user_options->markov_inverse	0
TOP.648f4554.000358be	user_options->markov_threshold	256
TOP.648f4554.000358be	user_options->multiply_accel_disable	0
TOP.648f4554.000358be	user_options->backend_info	0
TOP.648f4554.000358be	user_options->backend_vector_width	0
TOP.648f4554.000358be	user_options->optimized_kernel_enable	0
TOP.648f4554.000358be	user_options->outfile_autohex	1
TOP.648f4554.000358be	user_options->outfile_check_timer	5
TOP.648f4554.000358be	user_options->outfile_format	3
TOP.648f4554.000358be	user_options->wordlist_autohex_disable	0
TOP.648f4554.000358be	user_options->potfile_disable	0
TOP.648f4554.000358be	user_options->progress_only	0
TOP.648f4554.000358be	user_options->quiet	0
TOP.648f4554.000358be	user_options->remove	0
TOP.648f4554.000358be	user_options->remove_timer	60
TOP.648f4554.000358be	user_options->restore	0
TOP.648f4554.000358be	user_options->restore_disable	0
TOP.648f4554.000358be	user_options->restore_timer	1
TOP.648f4554.000358be	user_options->rp_files_cnt	0
TOP.648f4554.000358be	user_options->rp_gen	0
TOP.648f4554.000358be	user_options->rp_gen_func_max	4
TOP.648f4554.000358be	user_options->rp_gen_func_min	1
TOP.648f4554.000358be	user_options->rp_gen_seed	0
TOP.648f4554.000358be	user_options->runtime	0
TOP.648f4554.000358be	user_options->scrypt_tmto	0
TOP.648f4554.000358be	user_options->segment_size	33554432
TOP.648f4554.000358be	user_options->self_test_disable	0
TOP.648f4554.000358be	user_options->slow_candidates	0
TOP.648f4554.000358be	user_options->show	0
TOP.648f4554.000358be	user_options->speed_only	0
TOP.648f4554.000358be	user_options->spin_damp	0
TOP.648f4554.000358be	user_options->status	0
TOP.648f4554.000358be	user_options->status_json	1
TOP.648f4554.000358be	user_options->status_timer	10
TOP.648f4554.000358be	user_options->stdout_flag	0
TOP.648f4554.000358be	user_options->usage	0
TOP.648f4554.000358be	user_options->username	0
TOP.648f4554.000358be	user_options->veracrypt_pim_start	485
TOP.648f4554.000358be	user_options->veracrypt_pim_stop	485
TOP.648f4554.000358be	user_options->version	0
